label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
zhang (2012),,210,1.3543,18,1.3543,2012,114,18,1,enhancing transportation network capacity by congestion pricing with simultaneous toll location and toll level optimization,engineering optimization,"<table><tr><td>Authors:</td><td>zhang, xn; van wee, b</td></tr><tr><td>Title:</td><td>enhancing transportation network capacity by congestion pricing with simultaneous toll location and toll level optimization</td></tr><tr><td>Source:</td><td>engineering optimization, 44(4), 477-488</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/0305215x.2011.584534,3179,
driscoll (2012),,123,0.3762,5,0.3762,2012,105,5,2,is the future of mobility electric? learning from contested storylines of sustainable mobility in iceland,european planning studies,"<table><tr><td>Authors:</td><td>driscoll, pa; theodorsdottir, ah; richardson, t; mguni, p</td></tr><tr><td>Title:</td><td>is the future of mobility electric? learning from contested storylines of sustainable mobility in iceland</td></tr><tr><td>Source:</td><td>european planning studies, 20(4), 627-639</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09654313.2012.665036,3181,"{develop, sustain, plan}"
neuman (2012),,60,0.3762,5,0.3762,2012,50,5,3,the image of the institution a cognitive theory of institutional change,journal of the american planning association,"<table><tr><td>Authors:</td><td>neuman, m</td></tr><tr><td>Title:</td><td>the image of the institution a cognitive theory of institutional change</td></tr><tr><td>Source:</td><td>journal of the american planning association, 78(2), 139-156</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/01944363.2011.619464,3183,"{develop, sustain, plan}"
spiller (2012),,39,0.4514,6,0.4514,2012,33,6,3,an organisational innovation perspective on change in water and wastewater systems - the implementation of the water framework directive in england and wales,urban water journal,"<table><tr><td>Authors:</td><td>spiller, m; mcintosh, bs; seaton, raf; jeffrey, pj</td></tr><tr><td>Title:</td><td>an organisational innovation perspective on change in water and wastewater systems - the implementation of the water framework directive in england and wales</td></tr><tr><td>Source:</td><td>urban water journal, 9(2), 113-128</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/1573062x.2011.652129,3188,
tirachini (2012),,619,0.6019,8,0.6019,2012,255,8,8,"multimodal transport pricing: first best, second best and extensions to non-motorized transport",transport reviews,"<table><tr><td>Authors:</td><td>tirachini, a; hensher, da</td></tr><tr><td>Title:</td><td>multimodal transport pricing: first best, second best and extensions to non-motorized transport</td></tr><tr><td>Source:</td><td>transport reviews, 32(2), 181-202</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/01441647.2011.635318,3194,"{transport, public, access}"
li (2012),,216,3.2353,43,3.2353,2012,117,43,1,environmentally sustainable toll design for congested road networks with uncertain demand,international journal of sustainable transportation,"<table><tr><td>Authors:</td><td>li, zc; lam, whk; wong, sc; sumalee, a</td></tr><tr><td>Title:</td><td>environmentally sustainable toll design for congested road networks with uncertain demand</td></tr><tr><td>Source:</td><td>international journal of sustainable transportation, 6(3), 127-155</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/15568318.2011.570101,3195,"{model, network, optim}"
hodson (2012),,108,2.4076,32,2.4076,2012,65,32,3,"mediating low-carbon urban transitions? forms of organization, knowledge and action",european planning studies,"<table><tr><td>Authors:</td><td>hodson, m; marvin, s</td></tr><tr><td>Title:</td><td>mediating low-carbon urban transitions? forms of organization, knowledge and action</td></tr><tr><td>Source:</td><td>european planning studies, 20(3), 421-439</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09654313.2012.651804,3200,
maassen (2012),,174,1.0533,14,1.0533,2012,83,14,3,heterogeneity of lock-in and the role of strategic technological interventions in urban infrastructural transformations,european planning studies,"<table><tr><td>Authors:</td><td>maassen, a</td></tr><tr><td>Title:</td><td>heterogeneity of lock-in and the role of strategic technological interventions in urban infrastructural transformations</td></tr><tr><td>Source:</td><td>european planning studies, 20(3), 441-460</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09654313.2012.651807,3201,"{develop, sustain, plan}"
da graca (2012),,39,2.1067,28,2.1067,2012,24,28,4,solar powered net zero energy houses for southern europe: feasibility study,solar energy,"<table><tr><td>Authors:</td><td>da graca, gc; augusto, a; lerer, mm</td></tr><tr><td>Title:</td><td>solar powered net zero energy houses for southern europe: feasibility study</td></tr><tr><td>Source:</td><td>solar energy, 86(1), 634-646</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.solener.2011.11.008,3210,"{heat, thermal, comfort}"
su (2012),,353,0.8276,11,0.8276,2012,197,11,2,"parking management, financial subsidies to alternatives to drive alone and commute mode choices in seattle",regional science and urban economics,"<table><tr><td>Authors:</td><td>su, q; zhou, lr</td></tr><tr><td>Title:</td><td>parking management, financial subsidies to alternatives to drive alone and commute mode choices in seattle</td></tr><tr><td>Source:</td><td>regional science and urban economics, 42(1-2), 88-97</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.regsciurbeco.2011.07.002,3214,"{park, space, price}"
klepczynska-nystrom (2012),,48,0.4514,6,0.4514,2012,26,6,5,health effects of a subway environment in mild asthmatic volunteers,respiratory medicine,"<table><tr><td>Authors:</td><td>klepczynska-nystrom, a; larsson, bm; grunewald, j; pousette, c; lundin, a; eklund, a; svartengren, m</td></tr><tr><td>Title:</td><td>health effects of a subway environment in mild asthmatic volunteers</td></tr><tr><td>Source:</td><td>respiratory medicine, 106(1), 25-33</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.rmed.2011.09.008,3219,"{air, pollut, qualiti}"
mitra (2012),,141,4.4391,59,4.4391,2012,69,59,5,built environment correlates of active school transportation: neighborhood and the modifiable areal unit problem,journal of transport geography,"<table><tr><td>Authors:</td><td>mitra, r; buliung, rn</td></tr><tr><td>Title:</td><td>built environment correlates of active school transportation: neighborhood and the modifiable areal unit problem</td></tr><tr><td>Source:</td><td>journal of transport geography, 20(1), 51-61</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2011.07.009,3231,"{activ, school, health}"
de borger (2012),,247,1.2791,17,1.2791,2012,155,17,7,a political economy model of road pricing,journal of urban economics,"<table><tr><td>Authors:</td><td>de borger, b; proost, s</td></tr><tr><td>Title:</td><td>a political economy model of road pricing</td></tr><tr><td>Source:</td><td>journal of urban economics, 71(1), 79-92</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2011.08.002,3232,"{toll, lane, link}"
van ommeren (2012),,207,2.4076,32,2.4076,2012,108,32,7,empirical evidence on cruising for parking,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>van ommeren, jn; wentink, d; rietveld, p</td></tr><tr><td>Title:</td><td>empirical evidence on cruising for parking</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(1), 123-130</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.09.011,3235,"{park, space, price}"
habib (2012),,115,1.2038,16,1.2038,2012,83,16,7,integrating parking behaviour in activity-based travel demand modelling: investigation of the relationship between parking type choice and activity scheduling process,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>habib, kmn; morency, c; trepanier, m</td></tr><tr><td>Title:</td><td>integrating parking behaviour in activity-based travel demand modelling: investigation of the relationship between parking type choice and activity scheduling process</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(1), 154-166</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.09.014,3236,"{park, space, price}"
li (2012),,419,1.8057,24,1.8057,2012,189,24,1,modeling intermodal equilibrium for bimodal transportation system design problems in a linear monocentric city,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>li, zc; lam, whk; wong, sc</td></tr><tr><td>Title:</td><td>modeling intermodal equilibrium for bimodal transportation system design problems in a linear monocentric city</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 46(1), 30-49</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2011.08.002,3237,"{toll, lane, link}"
koch (2012),,46,0.5267,7,0.5267,2012,42,7,4,towards a neighbourhood scale for low- or zero-carbon building projects,building research and information,"<table><tr><td>Authors:</td><td>koch, a; girard, s; mckoen, k</td></tr><tr><td>Title:</td><td>towards a neighbourhood scale for low- or zero-carbon building projects</td></tr><tr><td>Source:</td><td>building research and information, 40(4), 527-537</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1080/09613218.2012.683241,3243,"{energi, build, consumpt}"
li (2012),,61,1.58,21,1.58,2012,40,21,2,design of a rail transit line for profit maximization in a linear transportation corridor,transportation research part e-logistics and transportation review,"<table><tr><td>Authors:</td><td>li, zc; lam, whk; wong, sc; sumalee, a</td></tr><tr><td>Title:</td><td>design of a rail transit line for profit maximization in a linear transportation corridor</td></tr><tr><td>Source:</td><td>transportation research part e-logistics and transportation review, 48(1), 50-70</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tre.2011.05.003,3247,"{transit, rail, station}"
howley (2012),,68,0.5267,7,0.5267,2012,58,7,5,exploring preferences towards the provision of farmland walking trails: a supply and demand perspective,land use policy,"<table><tr><td>Authors:</td><td>howley, p; doherty, e; buckley, c; hynes, s; van rensburg, t; green, s</td></tr><tr><td>Title:</td><td>exploring preferences towards the provision of farmland walking trails: a supply and demand perspective</td></tr><tr><td>Source:</td><td>land use policy, 29(1), 111-118</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2011.05.010,3248,"{activ, school, health}"
tsikaloudaki (2012),,62,1.2791,17,1.2791,2012,38,17,4,on the establishment of climatic zones in europe with regard to the energy performance of buildings,energies,"<table><tr><td>Authors:</td><td>tsikaloudaki, k; laskos, k; bikas, d</td></tr><tr><td>Title:</td><td>on the establishment of climatic zones in europe with regard to the energy performance of buildings</td></tr><tr><td>Source:</td><td>energies, 5(1), 32-44</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3390/en5010032,3249,"{heat, thermal, comfort}"
hall (2011),,83,0.3673,7,0.3673,2011,56,7,3,a preliminary assessment of socio-ecological metabolism for three neighborhoods within a rust belt urban ecosystem,ecological modelling,"<table><tr><td>Authors:</td><td>hall, mhp</td></tr><tr><td>Title:</td><td>a preliminary assessment of socio-ecological metabolism for three neighborhoods within a rust belt urban ecosystem</td></tr><tr><td>Source:</td><td>ecological modelling, 223(1), 20-31</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.ecolmodel.2011.08.018,3250,"{green, build, roof}"
zhang (2011),,49,1.3118,25,1.3118,2011,33,25,3,"alternative scenarios for the development of a low-carbon city: a case study of beijing, china",energies,"<table><tr><td>Authors:</td><td>zhang, lx; feng, yy; chen, b</td></tr><tr><td>Title:</td><td>alternative scenarios for the development of a low-carbon city: a case study of beijing, china</td></tr><tr><td>Source:</td><td>energies, 4(12), 2295-2310</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.3390/en4122295,3263,
vergara (2011),,97,1.2593,24,1.2593,2011,43,24,6,boundaries matter: greenhouse gas emission reductions from alternative waste treatment strategies for california's municipal solid waste,resources conservation and recycling,"<table><tr><td>Authors:</td><td>vergara, se; damgaard, a; horvath, a</td></tr><tr><td>Title:</td><td>boundaries matter: greenhouse gas emission reductions from alternative waste treatment strategies for california's municipal solid waste</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 57, 87-97</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2011.09.011,3267,
lindsey (2011),,112,0.4198,8,0.4198,2011,87,8,1,state-dependent congestion pricing with reference-dependent preferences,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>lindsey, r</td></tr><tr><td>Title:</td><td>state-dependent congestion pricing with reference-dependent preferences</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 45(10), 1501-1526</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2011.06.003,3270,"{toll, lane, link}"
bagloee (2011),,31,1.784,34,1.784,2011,19,34,2,transit-network design methodology for actual-size road networks,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>bagloee, sa; ceder, a</td></tr><tr><td>Title:</td><td>transit-network design methodology for actual-size road networks</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 45(10), 1787-1804</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2011.07.005,3271,"{transit, rail, station}"
