author,year,source,title,doi,main topics,smaller topics
"Schmidt-Thome, K, Mantysalo, R",2014,PLANNING THEORY,Interplay of power and learning in planning processes: A dynamic view,10.1177/1473095213490302,"{develop, sustain, plan}","{vehicl, electr, charg}"
"Fuerst, F, Kontokosta, C, McAllister, P",2014,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,Determinants of green building adoption,10.1068/b120017p,,"{energi, build, consumpt}; {develop, sustain, plan}"
"Reddy, A, Lu, A, Boguslavsky, M, Levine, B",2014,TRANSPORTATION RESEARCH RECORD,Designing New York City Subways' Key Performance Indicators to Improve Service Delivery and Operations,10.3141/2415-03,"{transit, rail, station}; {develop, sustain, plan}; {bus, servic, oper}","{model, network, optim}"
"Eros, E, Mehndiratta, S, Zegras, C, Webb, K, Ochoa, MC",2014,TRANSPORTATION RESEARCH RECORD,"Applying the General Transit Feed Specification to the Global South Experiences in Mexico City, Mexico-and Beyond",10.3141/2442-06,"{transit, rail, station}; {develop, sustain, plan}",
"Stead, D",2014,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,"Urban planning, water management and climate change strategies: adaptation, mitigation and resilience narratives in the Netherlands",10.1080/13504509.2013.824928,"{climat, chang, mitig}; {polici, instrument, effect}; {water, heat, suppli}; {develop, sustain, plan}","{urban, land, citi}"
"Jiang, XH, Guo, XC, Ran, B",2014,MATHEMATICAL PROBLEMS IN ENGINEERING,Optimization Model for Headway of a Suburban Bus Route,10.1155/2014/979062,"{bus, servic, oper}; {model, network, optim}",
"Martin, CJ, Taylor, PG, Upham, P, Ghiasi, G, Bale, CSE, James, H, Owen, A, Gale, WF, Slack, RJ, Helmer, S",2014,SUSTAINABLE CITIES AND SOCIETY,Energy in low carbon cities and social learning: A process for defining priority research questions with UK stakeholders,10.1016/j.scs.2013.08.001,"{develop, sustain, plan}","{energi, build, consumpt}"
"Poulsen, SB",2007,WASTE MANAGEMENT & RESEARCH,Report: Examples of capacity building cooperation,10.1177/0734242X07079153,"{develop, sustain, plan}; {wast, manag, solid}","{activ, school, health}"
"Ahrens, T, Weiland, P",2007,LANDBAUFORSCHUNG VOLKENRODE,Biomethane for future mobility,,"{treatment, wastewat, plant}; {develop, sustain, plan}; {vehicl, electr, charg}","{water, heat, suppli}"
"Pessaro, B, Songchitruksa, P",2014,TRANSPORTATION RESEARCH RECORD,"Impacts to Transit from Seattle, Washington, Urban Partnership Agreement Program",10.3141/2450-09,"{toll, lane, link}; {transit, rail, station}; {bus, servic, oper}","{price, congest, road}"
"Proulx, FR, Cavagnolo, B, Torres-Montoya, M",2014,TRANSPORTATION RESEARCH RECORD,"Impact of Parking Prices and Transit Fares on Mode Choice at the University of California, Berkeley",10.3141/2469-05,"{park, space, price}; {travel, mode, choic}; {polici, instrument, effect}","{transit, rail, station}; {activ, school, health}; {price, congest, road}; {emiss, carbon, ghg}"
"Blanc, BP, Gangi, M, Atkinson-Palombo, C, McCahill, C, Garrick, NW",2014,TRANSPORTATION RESEARCH RECORD,Effects of Urban Fabric Changes on Real Estate Property Tax Revenue Evidence from Six American Cities,10.3141/2453-18,"{park, space, price}; {urban, land, citi}","{develop, sustain, plan}; {transport, public, access}"
"An, Y, Li, GM, Wu, WQ, Huang, JW, He, WZ, Zhu, HC",2014,WASTE MANAGEMENT & RESEARCH,"Generation, collection and transportation, disposal and recycling of kitchen waste: A case study in Shanghai",10.1177/0734242X14521685,"{wast, manag, solid}; {treatment, wastewat, plant}; {recycl, household, collect}; {transport, public, access}",
"Fu, XW, Oum, TH, Yan, J",2014,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,An Analysis of Travel Demand in Japan's Intercity Market Empirical Estimation and Policy Simulation,,"{travel, mode, choic}","{model, network, optim}; {air, pollut, qualiti}; {bus, servic, oper}; {emiss, carbon, ghg}"
"Badruzzaman, M, Oppenheimer, J, Mcguckin, R, Jacangelo, JG",2014,JOURNAL AMERICAN WATER WORKS ASSOCIATION,Urban water-cycle energy use and greenhouse gas emissions,10.5942/jawwa.2014.106.0017,"{water, heat, suppli}; {emiss, carbon, ghg}","{energi, build, consumpt}; {activ, school, health}"
"Efthymiou, D, Farooq, B, Bierlaire, M, Antoniou, C",2014,TRANSPORTATION RESEARCH RECORD,Multidimensional Indicator Analysis for Transport Policy Evaluation,10.3141/2430-09,"{model, network, optim}; {polici, instrument, effect}; {transport, public, access}; {develop, sustain, plan}","{urban, land, citi}"
"Guttikunda, SK, Kopakka, RV",2014,AIR QUALITY ATMOSPHERE AND HEALTH,"Source emissions and health impacts of urban air pollution in Hyderabad, India",10.1007/s11869-013-0221-z,"{air, pollut, qualiti}; {emiss, carbon, ghg}; {transport, public, access}; {wast, manag, solid}","{model, network, optim}; {urban, land, citi}; {treatment, wastewat, plant}"
"Pirie, G",2014,SOUTH AFRICAN GEOGRAPHICAL JOURNAL,"On alcohol, transport and poverty in Cape Town",10.1080/03736245.2014.896280,,"{urban, land, citi}; {develop, sustain, plan}"
"Han, S, Zhang, H, Chen, XH",2014,TRANSPORTATION RESEARCH RECORD,Intervention Policies for Private Car Ownership in Megacities of Developing Countries Choices and Implications from Mainland China,10.3141/2451-08,"{price, congest, road}","{transit, rail, station}; {air, pollut, qualiti}; {develop, sustain, plan}; {model, network, optim}; {travel, mode, choic}; {polici, instrument, effect}; {transport, public, access}"
"Rich, J, Nielsen, OA",2007,TRANSPORT POLICY,A socio-economic assessment of proposed road user charging schemes in Copenhagen,10.1016/j.tranpol.2007.03.003,"{price, congest, road}; {develop, sustain, plan}","{recycl, household, collect}"
"Cervero, R",2007,ENVIRONMENT AND PLANNING A,Transit-oriented development's ridership bonus: a product of self-selection and public policies,10.1068/a38377,"{park, space, price}; {transit, rail, station}","{polici, instrument, effect}; {urban, land, citi}"
"Schilling, J, Logan, J",2008,JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,Greening the Rust Belt A Green Infrastructure Model for Right Sizing America's Shrinking Cities,10.1080/01944360802354956,"{green, build, roof}; {develop, sustain, plan}","{urban, land, citi}; {polici, instrument, effect}; {model, network, optim}"
"Yang, HL, Innes, R",2007,ENVIRONMENTAL & RESOURCE ECONOMICS,Economic incentives and residential waste management in Taiwan: An empirical investigation,10.1007/s10640-006-9040-0,"{recycl, household, collect}; {polici, instrument, effect}; {wast, manag, solid}",
"Pashardes, P, Pashourtidou, N, Zachariadis, T",2014,ENERGY ECONOMICS,Estimating welfare aspects of changes in energy prices from preference heterogeneity,10.1016/j.eneco.2013.12.002,"{price, congest, road}; {energi, build, consumpt}","{recycl, household, collect}; {travel, mode, choic}"
"Taleghani, M, Tenpierik, M, van den Dobbelsteen, A",2014,RENEWABLE ENERGY,Energy performance and thermal comfort of courtyard/atrium dwellings in the Netherlands in the light of climate change,10.1016/j.renene.2013.09.028,"{heat, thermal, comfort}; {climat, chang, mitig}; {energi, build, consumpt}",
"Cuerda, E, Perez, M, Neila, J",2014,ENERGY AND BUILDINGS,Facade typologies as a tool for selecting refurbishment measures for the Spanish residential building stock,10.1016/j.enbuild.2014.02.054,"{energi, build, consumpt}; {develop, sustain, plan}","{heat, thermal, comfort}"
"Cozens, PM",2008,URBAN POLICY AND RESEARCH,"New Urbanism, Crime and the Suburbs: A Review of the Evidence",10.1080/08111140802084759,"{develop, sustain, plan}","{polici, instrument, effect}; {park, space, price}"
"Xiao, F, Zhang, HM",2014,EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,Pareto-improving toll and subsidy scheme on transportation networks,,"{toll, lane, link}; {model, network, optim}; {price, congest, road}","{transport, public, access}"
"Black, C, Broadstock, DC, Collins, A, Hunt, LC",2007,INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS,The derived demand for traffic at food superstores in the UK: A semi-parametric regression approach,,"{travel, mode, choic}","{park, space, price}; {model, network, optim}; {transport, public, access}; {activ, school, health}"
"Bloemendal, M, Olsthoorn, T, Boons, F",2014,ENERGY POLICY,How to achieve optimal and sustainable use of the subsurface for Aquifer Thermal Energy Storage,10.1016/j.enpol.2013.11.034,"{heat, thermal, comfort}; {energi, build, consumpt}","{model, network, optim}; {develop, sustain, plan}"
"Tsai, CH, Mulley, C, Clifton, G",2014,ROAD & TRANSPORT RESEARCH,Forecasting public transport demand for the Sydney Greater Metropolitan Area: A comparison of univariate and multivariate methods,,"{transport, public, access}; {model, network, optim}; {polici, instrument, effect}; {travel, mode, choic}","{bus, servic, oper}"
"Shephard, RJ",2008,SPORTS MEDICINE,Is active commuting the answer to population health?,10.2165/00007256-200838090-00004,"{activ, school, health}; {bicycl, cycl, cyclist}","{travel, mode, choic}"
"Mushongahande, R, Cloete, CE, Venter, CJ",2014,JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,Impact of the Gautrain on property development around station precincts,,"{develop, sustain, plan}; {transport, public, access}","{transit, rail, station}; {urban, land, citi}"
"Rodriguez-Soria, B, Dominguez-Hernandez, J, Perez-Bella, JM, del Coz-Diaz, JJ",2014,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Review of international regulations governing the thermal insulation requirements of residential buildings and the harmonization of envelope energy loss,10.1016/j.rser.2014.03.009,"{energi, build, consumpt}; {heat, thermal, comfort}",
"Annunziata, E, Rizzi, F, Frey, M",2014,ENERGY POLICY,Enhancing energy efficiency in public buildings: The role of local energy audit programmes,10.1016/j.enpol.2014.02.027,"{energi, build, consumpt}","{develop, sustain, plan}; {polici, instrument, effect}"
"Smeds, J, Wall, M",2007,ENERGY AND BUILDINGS,Enhanced energy conservation in houses through high performance design,10.1016/j.enbuild.2006.07.003,"{energi, build, consumpt}; {heat, thermal, comfort}; {climat, chang, mitig}","{model, network, optim}"
"O Gallachoir, BP, Keane, M, Morrissey, E, O'Donnell, J",2007,ENERGY AND BUILDINGS,Using indicators to profile energy consumption and to inform energy policy in a university - A case study in Ireland,10.1016/j.enbuild.2006.11.005,"{energi, build, consumpt}; {develop, sustain, plan}","{bus, servic, oper}; {polici, instrument, effect}"
"Tronchin, L, Fabbri, K",2008,INTERNATIONAL JOURNAL OF EXERGY,Analysis of buildings' energy consumption by means of exergy method,10.1504/IJEX.2008.020828,"{energi, build, consumpt}",
"Schaumann, G",2007,APPLIED ENERGY,The efficiency of the rational use of energy,10.1016/j.apenergy.2007.01.004,"{energi, build, consumpt}",
"Zhu, H, Huang, A, Mukherjee, B",2007,PHOTONIC NETWORK COMMUNICATIONS,Mathematical formulation of provisioning of connections with advance reservation in metro WDM ring networks using reconfigurable OADMs (ROADMs) with tuning constraint,10.1007/s11107-007-0092-z,"{model, network, optim}",
"Timpner, J, Wolf, L",2014,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,Design and Evaluation of Charging Station Scheduling Strategies for Electric Vehicles,10.1109/TITS.2013.2283805,"{park, space, price}; {vehicl, electr, charg}","{develop, sustain, plan}; {model, network, optim}"
"Thollander, P, Danestig, M, Rohdin, P",2007,ENERGY POLICY,Energy policies for increased industrial energy efficiency: Evaluation of a local energy programme for manufacturing SMEs,10.1016/j.enpol.2007.06.013,"{energi, build, consumpt}; {develop, sustain, plan}",
"Kubler, D, Schwab, B",2007,EUROPEAN JOURNAL OF POLITICAL RESEARCH,"New regionalism in five Swiss metropolitan areas: An assessment of inclusiveness, deliberation and democratic accountability",10.1111/j.1475-6765.2007.00697.x,"{develop, sustain, plan}","{polici, instrument, effect}; {water, heat, suppli}"
"Benitez, SO, Lozano-Olvera, G, Morelos, RA, de Vega, CA",2008,WASTE MANAGEMENT,Mathematical modeling to predict residential solid waste generation,10.1016/j.wasman.2008.03.020,"{wast, manag, solid}; {model, network, optim}","{travel, mode, choic}"
"Buratti, C, Barbanera, M, Palladino, D",2014,APPLIED ENERGY,An original tool for checking energy performance and certification of buildings by means of Artificial Neural Networks,10.1016/j.apenergy.2014.01.053,"{energi, build, consumpt}; {model, network, optim}",
"Cottrell, WD, Mikosza, O",2008,TRANSPORTATION RESEARCH RECORD,New-generation personal rapid transit technologies - Overview and comparison,10.3141/2042-11,,"{develop, sustain, plan}; {bus, servic, oper}; {model, network, optim}; {transit, rail, station}"
"Millard-Ball, A",2008,TRANSPORTATION RESEARCH RECORD,Municipal Mobility Manager New Transportation Funding Stream from Carbon Trading?,10.3141/2079-08,"{emiss, carbon, ghg}; {develop, sustain, plan}; {transport, public, access}","{price, congest, road}"
"Gawlik, BM, Sobiecka, E, Vaccaro, S, Ciceri, G",2007,ENERGY POLICY,"Quality management organisation, validation of standards, developments and inquiries for solid-recovered fuels - An overview on the QUOVADIS-Project",10.1016/j.enpol.2007.07.024,"{wast, manag, solid}; {develop, sustain, plan}",
"Yagi, S, Mohammadian, A",2008,TRANSPORTATION PLANNING AND TECHNOLOGY,Policy simulation for new BRT and area pricing alternatives using an opinion survey in Jakarta,10.1080/03081060802087676,"{brt, bus, system}; {travel, mode, choic}; {price, congest, road}; {model, network, optim}","{polici, instrument, effect}; {develop, sustain, plan}; {transport, public, access}"
"Currie, G, Stanley, J",2008,TRANSPORT REVIEWS,Investigating links between social capital and public transport,10.1080/01441640701817197,"{transport, public, access}; {develop, sustain, plan}","{travel, mode, choic}; {activ, school, health}"
"Sebzali, MJ, Ameer, B, Hussain, HJ",2014,ENERGY AND BUILDINGS,Comparison of energy performance and economics of chilled water thermal storage and conventional air-conditioning systems,10.1016/j.enbuild.2013.10.027,"{water, heat, suppli}; {vehicl, electr, charg}; {heat, thermal, comfort}; {energi, build, consumpt}","{model, network, optim}; {develop, sustain, plan}"
"Sobek, W, Engelsmarm, S",2007,BAUTECHNIK,Construction of two urban pedestrian bridges in Dortmund,10.1002/bate.200710057,"{urban, land, citi}","{develop, sustain, plan}; {bicycl, cycl, cyclist}"
"Zhang, GH, Wang, Z, Persad, KR, Walton, CM",2014,TRANSPORTATION,Enhanced traffic information dissemination to facilitate toll road utilization: a nested logit model of a stated preference survey in Texas,10.1007/s11116-013-9449-6,"{toll, lane, link}; {travel, mode, choic}; {price, congest, road}","{transport, public, access}"
"Almeida, AM, Martins, AG",2014,ENERGY POLICY,Efficient lighting in buildings: The lack of legislation in Portugal,10.1016/j.enpol.2013.11.031,"{energi, build, consumpt}; {develop, sustain, plan}","{model, network, optim}"
"Michael, YL, Nagel, CL, Gold, R, Hillier, TA",2014,SOCIAL SCIENCE & MEDICINE,Does change in the neighborhood environment prevent obesity in older women?,10.1016/j.socscimed.2013.11.047,"{activ, school, health}; {green, build, roof}","{transit, rail, station}"
"Melo, AP, Sorgato, MJ, Lamberts, R",2014,ENERGY AND BUILDINGS,Building energy performance assessment: Comparison between ASHRAE standard 90.1 and Brazilian regulation,10.1016/j.enbuild.2013.11.080,"{energi, build, consumpt}","{climat, chang, mitig}"
"Villagra, P, Rojas, C, Ohno, R, Xue, M, Gomez, K",2014,APPLIED GEOGRAPHY,A GIS-base exploration of the relationships between open space systems and urban form for the adaptive capacity of cities after an earthquake: The cases of two Chilean cities,10.1016/j.apgeog.2014.01.010,"{urban, land, citi}; {develop, sustain, plan}","{park, space, price}"
"Cheung, C, Shalaby, AS, Persaud, BN, Hadayeghil, A",2008,TRANSPORTATION RESEARCH RECORD,Models for Safety Analysis of Road Surface Transit,10.3141/2063-20,"{model, network, optim}; {bus, servic, oper}; {transit, rail, station}","{travel, mode, choic}"
"Asensio, J, Gomez-Lobo, A, Matas, A",2014,ENERGY ECONOMICS,How effective are policies to reduce gasoline consumption? Evaluating a set of measures in Spain,10.1016/j.eneco.2013.11.011,"{transit, rail, station}; {polici, instrument, effect}","{travel, mode, choic}; {emiss, carbon, ghg}; {price, congest, road}"
"Silvestre, JD, de Brito, J, Pinheiro, MD",2014,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-ENGINEERING SUSTAINABILITY,Life-cycle impact 'cradle to cradle' of building assemblies,10.1680/ensu.13.00005,"{energi, build, consumpt}; {develop, sustain, plan}","{heat, thermal, comfort}; {model, network, optim}"
"Poupeau, FM",2014,ENVIRONMENTAL POLICY AND GOVERNANCE,Central-Local Relations in French Energy Policy-Making: Towards a New Pattern of Territorial Governance,10.1002/eet.1637,"{develop, sustain, plan}; {climat, chang, mitig}","{energi, build, consumpt}"
"Stone, B, Mednick, AC, Holloway, T, Spak, SN",2007,JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,Is compact growth good for air quality?,10.1080/01944360701653235,"{air, pollut, qualiti}; {urban, land, citi}; {travel, mode, choic}; {vehicl, electr, charg}; {emiss, carbon, ghg}","{develop, sustain, plan}"
