label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,main_topic
ohnishi (2016),,46,4.2968,6,4.2968,2016,10,6,3,"=MID(N591,FIND(""Title:"",N591)+15,FIND(""<"",N591,FIND(""Title:"",N591)+15)-FIND(""Title:"",N591)-15)","=MID(N591,FIND(""Source:"",N591)+16,FIND("","",N591,FIND(""Source:"",N591)+15)-FIND(""Source:"",N591)-16)","<table><tr><td>Authors:</td><td>ohnishi, s; fujii, m; fujita, t; matsumoto, t; dong, l; akiyama, h; dong, hj</td></tr><tr><td>Title:</td><td>comparative analysis of recycling industry development in japan following the eco-town program for eco-industrial development</td></tr><tr><td>Source:</td><td>journal of cleaner production, 114, 95-102</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jciepro.2015.04.088,"{recycl, household, collect}"
fujii (2016),,46,4.2968,6,4.2968,2016,14,6,3,"=MID(N592,FIND(""Title:"",N592)+15,FIND(""<"",N592,FIND(""Title:"",N592)+15)-FIND(""Title:"",N592)-15)","=MID(N592,FIND(""Source:"",N592)+16,FIND("","",N592,FIND(""Source:"",N592)+15)-FIND(""Source:"",N592)-16)","<table><tr><td>Authors:</td><td>fujii, m; fujita, t; dong, l; lu, cp; geng, y; behera, sk; park, hs; chiu, asf</td></tr><tr><td>Title:</td><td>possibility of developing low-carbon industries through urban symbiosis in asian cities</td></tr><tr><td>Source:</td><td>journal of cleaner production, 114, 376-386</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.04.027,"{wast, manag, solid}"
pincetl (2016),,74,3.5807,5,3.5807,2016,57,5,4,"=MID(N593,FIND(""Title:"",N593)+15,FIND(""<"",N593,FIND(""Title:"",N593)+15)-FIND(""Title:"",N593)-15)","=MID(N593,FIND(""Source:"",N593)+16,FIND("","",N593,FIND(""Source:"",N593)+15)-FIND(""Source:"",N593)-16)","<table><tr><td>Authors:</td><td>pincetl, s; graham, r; murphy, s; sivaraman, d</td></tr><tr><td>Title:</td><td>analysis of high-resolution utility data for understanding energy use in urban systems: the case of los angeles, california</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 20(1), 166-178</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1111/jiec.12299,"{energi, build, consumpt}"
chen (2016),,38,3.5807,5,3.5807,2016,28,5,6,"=MID(N594,FIND(""Title:"",N594)+15,FIND(""<"",N594,FIND(""Title:"",N594)+15)-FIND(""Title:"",N594)-15)","=MID(N594,FIND(""Source:"",N594)+16,FIND("","",N594,FIND(""Source:"",N594)+15)-FIND(""Source:"",N594)-16)","<table><tr><td>Authors:</td><td>chen, yc; lo, sl</td></tr><tr><td>Title:</td><td>evaluation of greenhouse gas emissions for several municipal solid waste management strategies</td></tr><tr><td>Source:</td><td>journal of cleaner production, 113, 606-612</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.11.058,"{wast, manag, solid}"
damso (2016),,127,4.2968,6,4.2968,2016,78,6,3,"=MID(N595,FIND(""Title:"",N595)+15,FIND(""<"",N595,FIND(""Title:"",N595)+15)-FIND(""Title:"",N595)-15)","=MID(N595,FIND(""Source:"",N595)+16,FIND("","",N595,FIND(""Source:"",N595)+15)-FIND(""Source:"",N595)-16)","<table><tr><td>Authors:</td><td>damso, t; kjaer, t; christensen, tb</td></tr><tr><td>Title:</td><td>local climate action plans in climate change mitigation - examining the case of denmark</td></tr><tr><td>Source:</td><td>energy policy, 89, 74-83</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2015.11.013,"{climat, chang, mitig}"
li (2016),,54,3.5807,5,3.5807,2016,31,5,6,"=MID(N596,FIND(""Title:"",N596)+15,FIND(""<"",N596,FIND(""Title:"",N596)+15)-FIND(""Title:"",N596)-15)","=MID(N596,FIND(""Source:"",N596)+16,FIND("","",N596,FIND(""Source:"",N596)+15)-FIND(""Source:"",N596)-16)","<table><tr><td>Authors:</td><td>li, hc; yang, sy; zhang, j; qian, y</td></tr><tr><td>Title:</td><td>coal-based synthetic natural gas (sng) for municipal heating in china: analysis of haze pollutants and greenhouse gases (ghgs) emissions</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 1350-1359</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.04.078,"{emiss, carbon, ghg}"
huang (2016),,44,5.7291,8,5.7291,2016,36,8,4,"=MID(N597,FIND(""Title:"",N597)+15,FIND(""<"",N597,FIND(""Title:"",N597)+15)-FIND(""Title:"",N597)-15)","=MID(N597,FIND(""Source:"",N597)+16,FIND("","",N597,FIND(""Source:"",N597)+15)-FIND(""Source:"",N597)-16)","<table><tr><td>Authors:</td><td>huang, b; mauerhofer, v; geng, y</td></tr><tr><td>Title:</td><td>analysis of existing building energy saving policies in japan and china</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 1510-1518</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.07.041,"{polici, instrument, effect}"
zhou (2016),,43,5.7291,8,5.7291,2016,34,8,4,"=MID(N598,FIND(""Title:"",N598)+15,FIND(""<"",N598,FIND(""Title:"",N598)+15)-FIND(""Title:"",N598)-15)","=MID(N598,FIND(""Source:"",N598)+16,FIND("","",N598,FIND(""Source:"",N598)+15)-FIND(""Source:"",N598)-16)","<table><tr><td>Authors:</td><td>zhou, zh; zhang, sz; wang, cd; zuo, j; he, q; rameezdeen, r</td></tr><tr><td>Title:</td><td>achieving energy efficient buildings via retrofitting of existing buildings: a case study</td></tr><tr><td>Source:</td><td>journal of cleaner production, 112, 3605-3615</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2015.09.046,"{energi, build, consumpt}"
akbari (2016),,48,12.8905,18,12.8905,2016,29,18,4,"=MID(N599,FIND(""Title:"",N599)+15,FIND(""<"",N599,FIND(""Title:"",N599)+15)-FIND(""Title:"",N599)-15)","=MID(N599,FIND(""Source:"",N599)+16,FIND("","",N599,FIND(""Source:"",N599)+15)-FIND(""Source:"",N599)-16)","<table><tr><td>Authors:</td><td>akbari, h; cartalis, c; kolokotsa, d; muscio, a; pisello, al; rossi, f; santamouris, m; synnefa, a; wong, nh; zinzi, m</td></tr><tr><td>Title:</td><td>local climate change and urban heat island mitigation techniques - the state of the art</td></tr><tr><td>Source:</td><td>journal of civil engineering and management, 22(1), 1-16</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",http://dx.doi.org/10.3846/13923730.2015.1111934,"{green, build, roof}"
mashayekh (2012),,119,0.6772,9,0.6772,2012,88,9,2,"=MID(N600,FIND(""Title:"",N600)+15,FIND(""<"",N600,FIND(""Title:"",N600)+15)-FIND(""Title:"",N600)-15)","=MID(N600,FIND(""Source:"",N600)+16,FIND("","",N600,FIND(""Source:"",N600)+15)-FIND(""Source:"",N600)-16)","<table><tr><td>Authors:</td><td>mashayekh, y; jaramillo, p; samaras, c; hendrickson, ct; blackhurst, m; maclean, hl; matthews, hs</td></tr><tr><td>Title:</td><td>potentials for sustainable transportation in cities to alleviate climate change impacts</td></tr><tr><td>Source:</td><td>environmental science & technology, 46(5), 2529-2537</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1021/es203353q,"{emiss, carbon, ghg}"
borjesson (2012),,406,5.041,67,5.041,2012,194,67,7,"=MID(N601,FIND(""Title:"",N601)+15,FIND(""<"",N601,FIND(""Title:"",N601)+15)-FIND(""Title:"",N601)-15)","=MID(N601,FIND(""Source:"",N601)+16,FIND("","",N601,FIND(""Source:"",N601)+15)-FIND(""Source:"",N601)-16)","<table><tr><td>Authors:</td><td>borjesson, m; eliasson, j; hugosson, mb; brundell-freij, k</td></tr><tr><td>Title:</td><td>the stockholm congestion charges-5 years on. effects, acceptability and lessons learnt</td></tr><tr><td>Source:</td><td>transport policy, 20, 1-12</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.11.001,"{vehicl, electr, charg}"
li (2012),,178,1.2791,17,1.2791,2012,106,17,7,"=MID(N602,FIND(""Title:"",N602)+15,FIND(""<"",N602,FIND(""Title:"",N602)+15)-FIND(""Title:"",N602)-15)","=MID(N602,FIND(""Source:"",N602)+16,FIND("","",N602,FIND(""Source:"",N602)+15)-FIND(""Source:"",N602)-16)","<table><tr><td>Authors:</td><td>li, z; hensher, da</td></tr><tr><td>Title:</td><td>congestion charging and car use: a review of stated preference and opinion studies and market monitoring evidence</td></tr><tr><td>Source:</td><td>transport policy, 20, 47-61</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.12.004,"{price, congest, road}"
zuniga (2012),,59,0.4514,6,0.4514,2012,30,6,5,"=MID(N603,FIND(""Title:"",N603)+15,FIND(""<"",N603,FIND(""Title:"",N603)+15)-FIND(""Title:"",N603)-15)","=MID(N603,FIND(""Source:"",N603)+16,FIND("","",N603,FIND(""Source:"",N603)+15)-FIND(""Source:"",N603)-16)","<table><tr><td>Authors:</td><td>zuniga, kd</td></tr><tr><td>Title:</td><td>from barrier elimination to barrier negotiation: a qualitative study of parents' attitudes about active travel for elementary school trips</td></tr><tr><td>Source:</td><td>transport policy, 20, 75-81</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2011.12.003,"{activ, school, health}"
jones (2012),,89,0.3762,5,0.3762,2012,74,5,5,"=MID(N604,FIND(""Title:"",N604)+15,FIND(""<"",N604,FIND(""Title:"",N604)+15)-FIND(""Title:"",N604)-15)","=MID(N604,FIND(""Source:"",N604)+16,FIND("","",N604,FIND(""Source:"",N604)+15)-FIND(""Source:"",N604)-16)","<table><tr><td>Authors:</td><td>jones, t</td></tr><tr><td>Title:</td><td>getting the british back on bicycles-the effects of urban traffic-free paths on everyday cycling</td></tr><tr><td>Source:</td><td>transport policy, 20, 140-151</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.01.014,"{bicycl, cycl, cyclist}"
jones (2012),,119,2.3324,31,2.3324,2012,77,31,2,"=MID(N605,FIND(""Title:"",N605)+15,FIND(""<"",N605,FIND(""Title:"",N605)+15)-FIND(""Title:"",N605)-15)","=MID(N605,FIND(""Source:"",N605)+16,FIND("","",N605,FIND(""Source:"",N605)+15)-FIND(""Source:"",N605)-16)","<table><tr><td>Authors:</td><td>jones, p; lucas, k</td></tr><tr><td>Title:</td><td>the social consequences of transport decision-making: clarifying concepts, synthesising knowledge and assessing implications</td></tr><tr><td>Source:</td><td>journal of transport geography, 21, 4-16</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.01.012,"{develop, sustain, plan}"
hale (2012),,58,0.7524,10,0.7524,2012,36,10,3,"=MID(N606,FIND(""Title:"",N606)+15,FIND(""<"",N606,FIND(""Title:"",N606)+15)-FIND(""Title:"",N606)-15)","=MID(N606,FIND(""Source:"",N606)+16,FIND("","",N606,FIND(""Source:"",N606)+15)-FIND(""Source:"",N606)-16)","<table><tr><td>Authors:</td><td>hale, jd; sadler, j</td></tr><tr><td>Title:</td><td>resilient ecological solutions for urban regeneration</td></tr><tr><td>Source:</td><td>proceedings of the institution of civil engineers-engineering, 165(1), 59-67</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1680/ensu.2012.165.1.59,"{develop, sustain, plan}"
caputo (2012),,66,0.7524,10,0.7524,2012,58,10,3,"=MID(N607,FIND(""Title:"",N607)+15,FIND(""<"",N607,FIND(""Title:"",N607)+15)-FIND(""Title:"",N607)-15)","=MID(N607,FIND(""Source:"",N607)+16,FIND("","",N607,FIND(""Source:"",N607)+15)-FIND(""Source:"",N607)-16)","<table><tr><td>Authors:</td><td>caputo, s; caserio, m; coles, r; jankovic, l; gaterell, mr</td></tr><tr><td>Title:</td><td>testing energy efficiency in urban regeneration</td></tr><tr><td>Source:</td><td>proceedings of the institution of civil engineers-engineering, 165(1), 69-80</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1680/ensu.2012.165.1.69,"{develop, sustain, plan}"
wilson (2012),,39,5.6429,75,5.6429,2012,13,75,6,"=MID(N608,FIND(""Title:"",N608)+15,FIND(""<"",N608,FIND(""Title:"",N608)+15)-FIND(""Title:"",N608)-15)","=MID(N608,FIND(""Source:"",N608)+16,FIND("","",N608,FIND(""Source:"",N608)+15)-FIND(""Source:"",N608)-16)","<table><tr><td>Authors:</td><td>wilson, dc; rodic, l; scheinberg, a; velis, ca; alabaster, g</td></tr><tr><td>Title:</td><td>comparative analysis of solid waste management in 20 cities</td></tr><tr><td>Source:</td><td>waste management & research, 30(3), 237-254</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1177/0734242x12437569,
hickman (2012),,339,2.1067,28,2.1067,2012,191,28,2,"=MID(N609,FIND(""Title:"",N609)+15,FIND(""<"",N609,FIND(""Title:"",N609)+15)-FIND(""Title:"",N609)-15)","=MID(N609,FIND(""Source:"",N609)+16,FIND("","",N609,FIND(""Source:"",N609)+15)-FIND(""Source:"",N609)-16)","<table><tr><td>Authors:</td><td>hickman, r; saxena, s; banister, d; ashiru, o</td></tr><tr><td>Title:</td><td>examining transport futures with scenario analysis and mca</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(3), 560-575</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.11.006,"{develop, sustain, plan}"
gil (2012),,62,0.3762,5,0.3762,2012,36,5,3,"=MID(N610,FIND(""Title:"",N610)+15,FIND(""<"",N610,FIND(""Title:"",N610)+15)-FIND(""Title:"",N610)-15)","=MID(N610,FIND(""Source:"",N610)+16,FIND("","",N610,FIND(""Source:"",N610)+15)-FIND(""Source:"",N610)-16)","<table><tr><td>Authors:</td><td>gil, n; miozzo, m; massini, s</td></tr><tr><td>Title:</td><td>the innovation potential of new infrastructure development: an empirical study of heathrow airport's t5 project</td></tr><tr><td>Source:</td><td>research policy, 41(2), 452-466</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.respol.2011.10.011,"{develop, sustain, plan}"
dell'olio (2012),,132,1.3543,18,1.3543,2012,99,18,8,"=MID(N611,FIND(""Title:"",N611)+15,FIND(""<"",N611,FIND(""Title:"",N611)+15)-FIND(""Title:"",N611)-15)","=MID(N611,FIND(""Source:"",N611)+16,FIND("","",N611,FIND(""Source:"",N611)+15)-FIND(""Source:"",N611)-16)","<table><tr><td>Authors:</td><td>dell'olio, l; ibeas, a; ruisanchez, f</td></tr><tr><td>Title:</td><td>optimizing bus-size and headway in transit networks</td></tr><tr><td>Source:</td><td>transportation, 39(2), 449-464</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1007/s11116-011-9332-2,"{model, network, optim}"
ren (2012),,25,2.2572,30,2.2572,2012,21,30,4,"=MID(N612,FIND(""Title:"",N612)+15,FIND(""<"",N612,FIND(""Title:"",N612)+15)-FIND(""Title:"",N612)-15)","=MID(N612,FIND(""Source:"",N612)+16,FIND("","",N612,FIND(""Source:"",N612)+15)-FIND(""Source:"",N612)-16)","<table><tr><td>Authors:</td><td>ren, hb; zhou, ws; gao, wj</td></tr><tr><td>Title:</td><td>optimal option of distributed energy systems for building complexes in different climate zones in china</td></tr><tr><td>Source:</td><td>applied energy, 91(1), 156-165</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2011.08.044,"{energi, build, consumpt}"
neutens (2012),,59,0.9029,12,0.9029,2012,31,12,2,"=MID(N613,FIND(""Title:"",N613)+15,FIND(""<"",N613,FIND(""Title:"",N613)+15)-FIND(""Title:"",N613)-15)","=MID(N613,FIND(""Source:"",N613)+16,FIND("","",N613,FIND(""Source:"",N613)+15)-FIND(""Source:"",N613)-16)","<table><tr><td>Authors:</td><td>neutens, t; delafontaine, m; scott, dm; de maeyera, p</td></tr><tr><td>Title:</td><td>a gis-based method to identify spatiotemporal gaps in public service delivery</td></tr><tr><td>Source:</td><td>applied geography, 32(2), 253-264</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.apgeog.2011.05.006,"{bus, servic, oper}"
zhao (2012),,37,4.0629,54,4.0629,2012,31,54,4,"=MID(N614,FIND(""Title:"",N614)+15,FIND(""<"",N614,FIND(""Title:"",N614)+15)-FIND(""Title:"",N614)-15)","=MID(N614,FIND(""Source:"",N614)+16,FIND("","",N614,FIND(""Source:"",N614)+15)-FIND(""Source:"",N614)-16)","<table><tr><td>Authors:</td><td>zhao, xl; li, n; ma, cb</td></tr><tr><td>Title:</td><td>residential energy consumption in urban china: a decomposition analysis</td></tr><tr><td>Source:</td><td>energy policy, 41, 644-653</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2011.11.027,"{energi, build, consumpt}"
barter (2012),,77,0.7524,10,0.7524,2012,49,10,7,"=MID(N615,FIND(""Title:"",N615)+15,FIND(""<"",N615,FIND(""Title:"",N615)+15)-FIND(""Title:"",N615)-15)","=MID(N615,FIND(""Source:"",N615)+16,FIND("","",N615,FIND(""Source:"",N615)+15)-FIND(""Source:"",N615)-16)","<table><tr><td>Authors:</td><td>barter, pa</td></tr><tr><td>Title:</td><td>off-street parking policy surprises in asian cities</td></tr><tr><td>Source:</td><td>cities, 29(1), 23-31</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.cities.2011.06.007,"{park, space, price}"
marique (2012),,202,0.9029,12,0.9029,2012,137,12,2,"=MID(N616,FIND(""Title:"",N616)+15,FIND(""<"",N616,FIND(""Title:"",N616)+15)-FIND(""Title:"",N616)-15)","=MID(N616,FIND(""Source:"",N616)+16,FIND("","",N616,FIND(""Source:"",N616)+15)-FIND(""Source:"",N616)-16)","<table><tr><td>Authors:</td><td>marique, af; reiter, s</td></tr><tr><td>Title:</td><td>a method for evaluating transport energy consumption in suburban areas</td></tr><tr><td>Source:</td><td>environmental impact assessment review, 33(1), 1-6</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.eiar.2011.09.001,"{energi, build, consumpt}"
strohbach (2012),,173,3.461,46,3.461,2012,82,46,3,"=MID(N617,FIND(""Title:"",N617)+15,FIND(""<"",N617,FIND(""Title:"",N617)+15)-FIND(""Title:"",N617)-15)","=MID(N617,FIND(""Source:"",N617)+16,FIND("","",N617,FIND(""Source:"",N617)+15)-FIND(""Source:"",N617)-16)","<table><tr><td>Authors:</td><td>strohbach, mw; arnold, e; haase, d</td></tr><tr><td>Title:</td><td>the carbon footprint of urban green space-a life cycle approach</td></tr><tr><td>Source:</td><td>landscape and urban planning, 104(2), 220-229</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.landurbplan.2011.10.013,"{green, build, roof}"
tscharaktschiew (2012),,368,0.9029,12,0.9029,2012,226,12,8,"=MID(N618,FIND(""Title:"",N618)+15,FIND(""<"",N618,FIND(""Title:"",N618)+15)-FIND(""Title:"",N618)-15)","=MID(N618,FIND(""Source:"",N618)+16,FIND("","",N618,FIND(""Source:"",N618)+15)-FIND(""Source:"",N618)-16)","<table><tr><td>Authors:</td><td>tscharaktschiew, s; hirte, g</td></tr><tr><td>Title:</td><td>should subsidies to urban passenger transport be increased? a spatial cge analysis for a german metropolitan area</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(2), 285-309</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2011.09.006,"{travel, mode, choic}"
fenton (2012),,133,0.5267,7,0.5267,2012,108,7,5,"=MID(N619,FIND(""Title:"",N619)+15,FIND(""<"",N619,FIND(""Title:"",N619)+15)-FIND(""Title:"",N619)-15)","=MID(N619,FIND(""Source:"",N619)+16,FIND("","",N619,FIND(""Source:"",N619)+15)-FIND(""Source:"",N619)-16)","<table><tr><td>Authors:</td><td>fenton, m</td></tr><tr><td>Title:</td><td>community design and policies for free-range children: creating environments that support routine physical activity</td></tr><tr><td>Source:</td><td>childhood obesity, 8(1), 44-51</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1089/chi.2011.0122,"{activ, school, health}"
zoellner (2012),,109,0.9781,13,0.9781,2012,65,13,5,"=MID(N620,FIND(""Title:"",N620)+15,FIND(""<"",N620,FIND(""Title:"",N620)+15)-FIND(""Title:"",N620)-15)","=MID(N620,FIND(""Source:"",N620)+16,FIND("","",N620,FIND(""Source:"",N620)+15)-FIND(""Source:"",N620)-16)","<table><tr><td>Authors:</td><td>zoellner, j; hill, jl; zynda, k; sample, ad; yadrick, k</td></tr><tr><td>Title:</td><td>environmental perceptions and objective walking trail audits inform a community-based participatory research walking intervention</td></tr><tr><td>Source:</td><td>international journal of behavioral nutrition and physical activity, 9</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1186/1479-5868-9-6,"{activ, school, health}"
